condition,face_idx,slug,lpips,score
vanilla,65,lighthouse,0.08137369155883789,0.9186263084411621
vanilla,66,stone_bridge,0.08974935859441757,0.9102506414055824
vanilla,67,abandoned_factory,0.0757768377661705,0.9242231622338295
vanilla,68,old_train_station,0.1199834942817688,0.8800165057182312
vanilla,69,moroccan_market,0.06861104816198349,0.9313889518380165
vanilla,70,venetian_canal,0.09534946084022522,0.9046505391597748
vanilla,71,parisian_street,0.09758199751377106,0.9024180024862289
vanilla,72,tuscan_village,0.07423797994852066,0.9257620200514793
vanilla,73,alpine_village,0.09050590544939041,0.9094940945506096
vanilla,74,nordic_village,0.09341590851545334,0.9065840914845467
vanilla,75,english_countryside,0.08376885950565338,0.9162311404943466
vanilla,76,harbor_dusk,0.0686287060379982,0.9313712939620018
vanilla,77,rooftop_city,0.09217599779367447,0.9078240022063255
vanilla,78,skyline_night,0.0950297862291336,0.9049702137708664
vanilla,79,subway_tunnel,0.09866432845592499,0.901335671544075
vanilla,80,back_alley,0.07241219282150269,0.9275878071784973
vanilla,81,stormy_sea,0.09366096556186676,0.9063390344381332
vanilla,82,calm_lake,0.06630310416221619,0.9336968958377838
vanilla,83,frozen_lake,0.09583395719528198,0.904166042804718
vanilla,84,reflection_pond,0.0935746431350708,0.9064253568649292
vanilla,85,coral_reef,0.09353791922330856,0.9064620807766914
vanilla,86,mangrove_forest,0.09383642673492432,0.9061635732650757
vanilla,87,misty_swamp,0.10225115716457367,0.8977488428354263
vanilla,88,arctic_tundra,0.06071054935455322,0.9392894506454468
vanilla,89,african_savanna,0.10050323605537415,0.8994967639446259
vanilla,90,twilight_plain,0.10075955837965012,0.8992404416203499
vanilla,91,golden_hour_field,0.08054016530513763,0.9194598346948624
vanilla,92,sunrise_mountains,0.07892780005931854,0.9210721999406815
vanilla,93,rainbow_valley,0.0730506032705307,0.9269493967294693
vanilla,94,tornado_plains,0.0703262984752655,0.9296737015247345
vanilla,95,starry_desert,0.07671979814767838,0.9232802018523216
vanilla,96,weathered_stone,0.06393560022115707,0.9360643997788429
vanilla,97,tree_bark,0.08655742555856705,0.913442574441433
vanilla,98,cracked_earth,0.14958155155181885,0.8504184484481812
vanilla,99,ivy_wall,0.08945687115192413,0.9105431288480759
